prefix,namespace
rdaftn:,<http://rdaregistry.info/termList/TacNotation/>
rdacc:,<http://rdaregistry.info/termList/RDAColourContent/>
glview:,<http://schema.geolink.org/dev/view/>
bibrm:,<http://vocab.ub.uni-leipzig.de/bibrm/>
auto:,<http://auto.schema.org/>
beth:,<http://www.google.com/>
escjr:,<http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/callejero#>
tp:,<http://tour-pedia.org/download/tp.owl#>
merge:,<http://jazz.net/ns/lqe/merge/>
d0:,<http://ontologydesignpatterns.org/ont/wikipedia/d0.owl#>
clirio:,<http://clirio.kaerle.com/clirio.owl#>
crmdig:,<http://www.ics.forth.gr/isl/CRMdig/>
saws:,<http://purl.org/saws/ontology#>
sg:,<http://www.springernature.com/scigraph/ontologies/core/>
religion:,<http://rdf.muninn-project.org/ontologies/religion#>
samfl:,<http://def.seegrid.csiro.au/ontology/om/sam-lite#>
ha:,<http://sensormeasurement.appspot.com/ont/home/homeActivity#>
dqv:,<http://www.w3.org/ns/dqv#>
vstoi:,<http://hadatac.org/ont/vstoi#>
wn30:,<http://purl.org/vocabularies/princeton/wn30/>
omnfed:,<http://open-multinet.info/ontology/omn-federation#>
ubiq:,<http://server.ubiqore.com/ubiq/core#>
fno:,<https://w3id.org/function/ontology#>
voidwh:,<http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl#>
rdact:,<http://rdaregistry.info/termList/RDACarrierType/>
lmx:,<http://www.w3.org/XML/1998/namespace/>
sosa:,<http://www.w3.org/ns/sosa/>
json:,<https://www.ecma-international.org/publications/files/ECMA-ST/ECMA-404.pdf#>
reegle:,<http://reegle.info/schema#>
rdatr:,<http://rdaregistry.info/termList/typeRec/>
swpm:,<http://spi-fm.uca.es/spdef/models/deployment/swpm/1.0#>
loted:,<http://loted.eu/ontology#>
td5:,<http://td5.org/#>
lsmap:,<http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl#>
ontosec:,<http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#>
jolux:,<http://data.legilux.public.lu/resource/ontology/jolux#>
vidont:,<http://vidont.org/>
rdarm:,<http://registry.info/termList/recMedium/>
rdaemm:,<http://rdaregistry.info/termList/emulsionMicro/>
kegg:,<http://bio2rdf.org/ns/kegg#>
gpml:,<http://vocabularies.wikipathways.org/gpml#>
unspsc:,<http://ontoview.org/schema/unspsc/1#>
espresup:,<http://vocab.linkeddata.es/datosabiertos/def/hacienda/presupuestos#>
rdasco:,<http://rdaregistry.info/termList/soundCont/>
salad:,<https://w3id.org/cwl/salad#>
dio:,<https://w3id.org/dio#>
data:,<http://data.odw.tw/>
escom:,<http://vocab.linkeddata.es/datosabiertos/def/comercio/tejidoComercial#>
odbc:,<http://www.openlinksw.com/ontology/odbc#>
olca:,<http://www.lingvoj.org/olca#>
quantity:,<http://qudt.org/schema/quantity#>
shacl:,<http://www.w3.org/ns/shacl#>
caplibacl:,<http://schemas.capita-libraries.co.uk/2015/acl/schema#>
vag:,<http://www.essepuntato.it/2013/10/vagueness/>
rofch:,<http://rdaregistry.info/termList/rofch/>
wikimedia:,<http://upload.wikimedia.org/wikipedia/commons/f/f6/>
hasneto:,<http://hadatac.org/ont/hasneto#>
lsqv:,<http://lsq.aksw.org/vocab#>
company:,<http://intellimind.io/ns/company#>
atlas:,<http://rdf.ebi.ac.uk/resource/atlas/>
demlab:,<http://www.demcare.eu/ontologies/demlab.owl#>
moo:,<http://www.movieontology.org/2009/11/09/movieontology.owl#>
lemonuby:,<http://lemon-model.net/lexica/uby/>
orth:,<http://purl.org/net/orth#>
airs:,<https://raw.githubusercontent.com/airs-linked-data/lov/latest/src/airs_vocabulary.ttl#>
efrbroo:,<http://erlangen-crm.org/efrbroo/>
rdabf:,<http://rdaregistry.info/termList/bookFormat/>
dicera:,<http://semweb.mmlab.be/ns/dicera#>
spcm:,<http://spi-fm.uca.es/spdef/models/deployment/spcm/1.0#>
pp:,<http://peoplesplaces.de/ontology#>
figigii:,<http://www.omg.org/spec/FIGI/GlobalInstrumentIdentifiers/>
proms:,<http://promsns.org/def/proms#>
oxi:,<http://omerxi.com/ontologies/core.owl.ttl#>
rdafs:,<http://rdaregistry.info/termList/fontSize/>
uby:,<http://purl.org/olia/ubyCat.owl#>
puml:,<http://plantuml.com/ontology#>
dcatapit:,<http://dati.gov.it/onto/dcatapit#>
lawd:,<http://lawd.info/ontology/>
cwl:,<https://w3id.org/cwl/cwl#>
rut:,<http://rdfunit.aksw.org/ns/core#>
rdapmt:,<http://rdaregistry.info/termList/prodTactile/>
gont:,<https://gont.ch/>
driver:,<http://deductions.github.io/drivers.owl.ttl#>
rdafmn:,<http://rdaregistry.info/termList/MusNotation/>
tadirah:,<http://tadirah.dariah.eu/vocab/>
fdbp:,<http://fr.dbpedia.org/property/>
im:,<http://imgpedia.dcc.uchile.cl/resource/>
owsom:,<https://onlinesocialmeasures.wordpress.com/>
mexv:,<http://mex.aksw.org/mex-algo#>
hasco:,<http://hadatac.org/ont/hasco/>
traffic:,<http://www.sensormeasurement.appspot.com/ont/transport/traffic#>
cwrc:,<http://sparql.cwrc.ca/ontology/cwrc#>
bb:,<http://www.snik.eu/ontology/bb/>
uneskos:,<http://purl.org/voc/uneskos#>
cpack:,<http://cliopatria.swi-prolog.org/schema/cpack#>
mod:,<http://www.isibang.ac.in/ns/mod#>
mesh:,<http://id.nlm.nih.gov/mesh/>
incident:,<http://vocab.resc.info/incident#>
rdaz:,<http://rdaregistry.info/Elements/z/>
sdshare:,<http://www.sdshare.org/2012/extension/>
crowd:,<http://purl.org/crowd/>
ns1:,<http://www.w3.org/1999/xhtml/vocab#>
lsweb:,<http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl#>
hto:,<http://project-haystack.org/hto#>
rofer:,<http://rdaregistry.info/termList/rofer/>
aktivesa:,<http://sa.aktivespace.org/ontologies/aktivesa#>
step:,<http://purl.org/net/step#>
ecglview:,<http://schema.geolink.org/view/>
bsym:,<http://bsym.bloomberg.com/sym/>
jerm:,<http://jermontology.org/ontology/JERMOntology#>
ofrd:,<http://purl.org/opdm/refrigerator#>
rofrr:,<http://rdaregistry.info/termList/rofrr/>
gci:,<http://ontology.eil.utoronto.ca/GCI/Foundation/GCI-Foundation.owl#>
text:,<http://jena.apache.org/text#>
newsevents:,<http://www.aifb.uni-karlsruhe.de/WBS/uhe/ontologies#>
tix:,<http://toptix.com/2010/esro/>
hello:,<https://www.youtube.com/user/SuperTellAFriend/featured/>
ttla:,<https://w3id.org/ttla/>
ev:,<http://www.w3.org/2001/xml-events/>
rankrage:,<https://rankrage.de/>
sgg:,<http://www.springernature.com/scigraph/graphs/>
dash:,<http://datashapes.org/dash#>
datex:,<http://vocab.datex.org/terms#>
obeu:,<http://data.openbudgets.eu/ontology/>
ssno:,<http://www.w3.org/ns/ssn/>
rofit:,<http://rdaregistry.info/termList/rofit/>
webservice:,<http://www.openlinksw.com/ontology/webservices#>
regorg:,<http://www.w3.org/ns/regorg#>
td:,<https://www.w3.org/2019/wot/td#>
dm2e:,<http://onto.dm2e.eu/schemas/dm2e/>
grel:,<http://semweb.datasciencelab.be/ns/grel#>
sx:,<http://shex.io/ns/shex#>
ttp:,<http://eample.com/test#>
teamwork:,<http://topbraid.org/teamwork#>
gs1:,<http://gs1.org/voc/>
lswmo:,<http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-modelling.owl#>
mdi:,<http://w3id.org/multidimensional-interface/ontology#>
rofem:,<http://rdaregistry.info/termList/rofem/>
meat:,<http://example.com/>
pv:,<http://ns.inria.fr/provoc#>
geojson:,<http://ld.geojson.org/vocab#>
rdafnv:,<http://rdaregistry.info/termList/noteForm/>
oplweb:,<http://www.openlinksw.com/schemas/oplweb#>
esapar:,<http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/aparcamiento#>
fnabox:,<http://www.ontologydesignpatterns.org/ont/framenet/abox/>
ws:,<http://www.w3.org/ns/pim/space#>
ruian:,<https://data.cssz.cz/ontology/ruian/>
ndnp:,<http://chroniclingamerica.loc.gov/terms#>
output:,<http://volt-name.space/vocab/output#>
imind:,<http://schema.intellimind.ns/symbology#>
mexcore:,<http://mex.aksw.org/mex-core#>
markus:,<http://www.markus.com/>
eccauth:,<https://vocab.eccenca.com/auth/>
vacseen1:,<http://www.semanticweb.org/parthasb/ontologies/2014/6/vacseen1/>
opllog:,<http://www.openlinksw.com/ontology/logging#>
lheo:,<http://www.conjecto.com/ontology/2015/lheo#>
mbgd:,<http://mbgd.genome.ad.jp/owl/mbgd.owl#>
yd:,<https://yodata.io/>
glycan:,<http://purl.jp/bio/12/glyco/glycan#>
bioc:,<http://deductions.github.io/biological-collections.owl.ttl#>
jpo:,<http://rdf.jpostdb.org/ontology/jpost.owl#>
piero:,<http://reactionontology.org/piero/>
rofsm:,<http://rdaregistry.info/termList/rofsm/>
ianarel:,<http://www.iana.org/assignments/relation/>
bdd:,<https://api.bloomberg.com/eap/catalogs/bbg/fields/>
lswpm:,<http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper-parameters.owl#>
tsn:,<http://purl.org/net/tsn#>
ou:,<http://opendata.unex.es/def/ontouniversidad#>
essglobal:,<http://purl.org/essglobal/vocab/v1.0/>
rdaar:,<http://rdaregistry.info/termList/AspectRatio/>
nlon:,<http://lod.nl.go.kr/ontology/>
uom:,<http://www.opengis.net/def/uom/OGC/1.0/>
edgarcik:,<http://edgarwrap.ontologycentral.com/cik/>
duv:,<http://www.w3.org/ns/duv#>
pmhb:,<http://pmhb.org/>
iana:,<http://www.iana.org/assignments/relation/>
amsl:,<http://vocab.ub.uni-leipzig.de/amsl/>
ethc:,<http://ethoinformatics.org/ethocore/>
literal:,<http://www.essepuntato.it/2010/06/literalreification/>
um:,<http://intelleo.eu/ontologies/user-model/ns/>
vartrans:,<http://www.w3.org/ns/lemon/vartrans#>
hva:,<http://www.ebusiness-unibw.org/ontologies/hva/ontology#>
frgeo:,<http://rdf.insee.fr/geo/>
tgm:,<http://id.loc.gov/vocabulary/graphicMaterials/>
lgdm:,<http://linkedgeodata.org/meta/>
door:,<http://kannel.open.ac.uk/ontology#>
dpn:,<http://purl.org/dpn#>
rdapm:,<http://rdaregistry.info/termList/RDAproductionMethod/>
owl2xml:,<http://www.w3.org/2006/12/owl2-xml#>
llont:,<http://www.linklion.org/ontology#>
pmc:,<http://identifiers.org/pmc/>
alethio:,<http://aleth.io/>
si:,<http://sisteminformasi.com/>
iiif:,<http://iiif.io/api/image/2#>
pid:,<http://permid.org/ontology/organization/>
gns:,<http://sws.geonames.org/>
fire:,<http://tldp.org/HOWTO/XML-RPC-HOWTO/xmlrpc-howto-java.html#>
fntbox:,<http://www.ontologydesignpatterns.org/ont/framenet/tbox/>
lslife:,<http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper.owl#>
cd:,<http://citydata.wu.ac.at/ns#>
wde:,<http://www.wikidata.org/entity/>
antenne:,<https://data.zendantennes.omgeving.vlaanderen.be/ns/zendantenne#>
soch:,<http://kulturarvsdata.se/ksamsok#>
mexalgo:,<http://mex.aksw.org/mex-algo#>
lgt:,<http://linkedgadget.com/wiki/Property:>
ottr:,<http://ns.ottr.xyz/templates#>
agr:,<http://promsns.org/def/agr#>
pmo:,<http://premon.fbk.eu/ontology/core#>
b3kat:,<http://lod.b3kat.de/title/>
mls:,<http://www.w3.org/ns/mls#>
esair:,<http://vocab.linkeddata.es/datosabiertos/def/medio-ambiente/calidad-aire#>
remetca:,<http://www.purl.org/net/remetca#>
rofrm:,<http://rdaregistry.info/termList/rofrm/>
cwork:,<http://www.bbc.co.uk/ontologies/creativework/>
rdaterm:,<http://rdaregistry.info/termList/RDATerms/>
itcat:,<http://th-brandenburg.de/ns/itcat#>
open311:,<http://ontology.eil.utoronto.ca/open311#>
planet:,<http://dbpedia.org/>
rofid:,<http://rdaregistry.info/termList/rofid/>
umls:,<http://bioportal.bioontology.org/ontologies/umls/>
pmovn:,<http://premon.fbk.eu/ontology/vn#>
doi:,<https://doi.org/>
gg:,<http://www.gemeentegeschiedenis.nl/gg-schema#>
pcit:,<http://public-contracts.nexacenter.org/id/propertiesRole/>
wimpo:,<http://rdfex.org/withImports?uri=>
vsso:,<http://automotive.eurecom.fr/vsso#>
vam:,<http://www.metmuseum.org/>
pmd:,<http://publishmydata.com/def/dataset#>
kbv:,<https://id.kb.se/vocab/>
minim:,<http://purl.org/minim/minim#>
tarql:,<http://tarql.github.io/tarql#>
vocnet:,<http://schema.vocnet.org/>
sdt:,<http://statisticaldata.linkedwidgets.org/terms/>
ipsv:,<http://id.esd.org.uk/list/>
dwciri:,<http://rs.tdwg.org/dwc/iri/>
rpath:,<https://w3id.org/lodsight/rdf-path#>
mmoon:,<http://mmoon.org/mmoon/>
ifc:,<http://ifcowl.openbimstandards.org/IFC2X3_Final#>
mmm:,<http://www.mico-project.eu/ns/mmm/2.0/schema#>
lsq:,<http://lsq.aksw.org/vocab#>
dcosample:,<http://info.deepcarbon.net/sample/schema#>
semiot:,<http://w3id.org/semiot/ontologies/semiot#>
year:,<http://www.w3.org/year/>
huto:,<http://ns.inria.fr/huto/>
biml:,<http://schemas.varigence.com/biml.xsd#>
pdf:,<http://ns.adobe.com/pdf/1.3/>
bdc:,<http://dbpedia.org/resource/Category:>
customer:,<http://www.valuelabs.com/>
eccdi:,<https://vocab.eccenca.com/di/>
bot:,<https://w3id.org/bot#>
nobel:,<http://data.nobelprize.org/terms/>
pmonb:,<http://premon.fbk.eu/ontology/nb#>
jpost:,<http://rdf.jpostdb.org/ontology/jpost.owl#>
crml:,<http://semweb.mmlab.be/ns/rml/condition#>
cpov:,<http://data.europa.eu/m8g/>
ensembl:,<http://rdf.ebi.ac.uk/resource/ensembl/>
tui:,<http://data.ifs.tuwien.ac.at/study/resource/>
sto:,<https://w3id.org/i40/sto#>
lyon:,<http://dbpedia.org/resource/Lyon/>
memento:,<http://mementoweb.org/ns#>
cff:,<http://purl.oclc.org/NET/ssnx/cf/cf-feature#>
crime:,<http://purl.org/vocab/reloc/>
eame:,<http://www.semanticweb.org/ontologia_EA#>
sorg:,<http://schema.org/>
dataid:,<http://dataid.dbpedia.org/ns/core#>
rdaft:,<http://rdaregistry.info/termList/fileType/>
dbfo:,<http://dbpedia.org/facts/ontology#>
dossier:,<https://data.omgeving.vlaanderen.be/ns/dossier#>
or:,<http://openresearch.org/vocab/>
ioto:,<http://www.irit.fr/recherches/MELODI/ontologies/IoT-O#>
bblfish:,<http://bblfish.net/people/henry/card#>
meshv:,<http://id.nlm.nih.gov/mesh/vocab#>
composer:,<http://dbpedia.org/ontology/composer/>
aprov:,<http://purl.org/a-proc#>
dsfv:,<http://sws.ifi.uio.no/vocab/dsf/henriwi/dsf#>
qms:,<http://data.europa.eu/esco/qms#>
pm:,<http://premon.fbk.eu/resource/>
dcodt:,<http://info.deepcarbon.net/datatype/schema#>
sdmxm:,<http://purl.org/linked-data/sdmx/2009/measure#>
datacite:,<http://purl.org/spar/datacite/>
scholl:,<http://menemeneml.com/school#>
neotec:,<http://neotec.rc.unesp.br/resource/Neotectonics/>
webac:,<http://fedora.info/definitions/v4/webac#>
swcomp:,<https://github.com/ali1k/ld-reactor/blob/master/vocabulary/index.ttl#>
dcap:,<http://purl.org/ws-mmi-dc/terms/>
rgml:,<http://purl.org/puninj/2001/05/rgml-schema#>
studiop:,<http://purl.org/resource/pilatesstudio/>
alice:,<http://example.org/>
maet:,<http://edg.topbraid.solutions/taxonomy/macroeconomics/>
rdacarx:,<http://rdaregistry.info/termList/RDACarrierEU/>
ncicp:,<http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#>
spv:,<http://completeness.inf.unibz.it/sp-vocab#>
sdterms:,<http://statisticaldata.linkedwidgets.org/terms/>
fuseki:,<http://jena.apache.org/fuseki#>
system:,<http://www.univalle.edu.co/ontologies/System#>
wdv:,<http://www.wikidata.org/value/>
eol:,<http://purl.org/biodiversity/eol/>
pbody:,<http://reference.data.gov.uk/def/public-body/>
lgdt:,<http://linkedgeodata.org/triplify/>
isbdu:,<http://iflastandards.info/ns/isbd/unc/elements/>
asawoo:,<http://liris.cnrs.fr/asawoo/>
rdfp:,<https://w3id.org/rdfp/>
undata:,<http://citydata.wu.ac.at/Linked-UNData/data/>
apf:,<http://jena.apache.org/ARQ/property#>
voidex:,<http://www.swi-prolog.org/rdf/library/>
yso:,<http://www.yso.fi/onto/yso/>
ppr:,<http://purl.org/datanode/ppr/ns/>
changeset:,<http://purl.org/vocab/changeset/schema#>
sgfn:,<http://w3id.org/sparql-generate/fn/>
ago:,<http://awesemantic-geo.link/ontology/>
esproc:,<http://vocab.linkeddata.es/datosabiertos/def/sector-publico/procedimientos#>
task:,<http://deductions.github.io/task-management.owl.ttl#>
property:,<http://fr.dbpedia.org/property/>
dcodata:,<http://info.deepcarbon.net/data/schema#>
fr:,<https://w3id.org/fr/def/core#>
isidore:,<http://www.rechercheisidore.fr/class/>
rofhf:,<http://rdaregistry.info/termList/rofhf/>
rofsf:,<http://rdaregistry.info/termList/rofsf/>
pmofn:,<http://premon.fbk.eu/ontology/fn#>
scco:,<http://rdf.ebi.ac.uk/terms/surechembl#>
pcdm:,<http://pcdm.org/models#>
opa:,<https://w3id.org/laas-iot/adream#>
owms:,<http://standaarden.overheid.nl/owms/terms/>
mmo:,<http://purl.org/momayo/mmo/>
cue:,<http://www.clarin.eu/cmdi/cues/display/1.0#>
brt:,<http://brt.basisregistraties.overheid.nl/def/top10nl#>
rdax:,<http://rdaregistry.info/Elements/x/>
llr:,<http://lodlaundromat.org/resource/>
nature:,<http://deductions.github.io/nature_observation.owl.ttl#>
imo:,<http://imgpedia.dcc.uchile.cl/ontology#>
rdalay:,<http://rdaregistry.info/termList/layout/>
vogd:,<http://ogd.ifs.tuwien.ac.at/vienna/geo/>
pato:,<http://purl.obolibrary.org/obo/>
pmopb:,<http://premon.fbk.eu/ontology/pb#>
rdacpc:,<http://rdaregistry.info/termList/configPlayback/>
voc:,<http://voc.odw.tw/>
volt:,<http://volt-name.space/ontology/>
marcrole:,<http://id.loc.gov/vocabulary/relators/>
tx:,<http://swtmp.gitlab.io/vocabulary/templates.owl#>
rdacdt:,<http://rdaregistry.info/termList/RDACartoDT/>
provinsi:,<http://provinsi.com/>
ispra:,<http://dati.isprambiente.it/ontology/core#>
organ:,<http://www.univalle.edu.co/ontologies/Organ#>
ldqm:,<http://linkeddata.es/resource/ldqm/>
ecoll:,<http://purl.org/ceu/eco/1.0#>
vplan:,<http://www.ifs.tuwien.ac.at/~miksa/ontologies/VPlan.owl#>
svcs:,<http://rdfs.org/sioc/services#>
tissue:,<http://www.univalle.edu.co/ontologies/Tissue#>
persee:,<http://data.persee.fr/ontology/persee_ontology/>
doacc:,<http://purl.org/net/bel-epa/doacc#>
rofrt:,<http://rdaregistry.info/termList/rofrt/>
ali:,<http://www.niso.org/schemas/ali/1.0/>
eccpubsub:,<https://vocab.eccenca.com/pubsub/>
ver:,<https://w3id.org/version/ontology#>
dsw:,<http://purl.org/dsw/>
aozora:,<http://purl.org/net/aozora/>
wail:,<http://www.eyrie.org/~zednenem/2002/wail/>
gobierno:,<http://www.gobierno.es/gobierno/>
rdagen:,<http://rdaregistry.info/termList/RDAGeneration/>
dk:,<http://www.data-knowledge.org/dk/schema/rdf/latest/>
csdbp:,<http://cs.dbpedia.org/>
connard:,<https://mail.google.com/mail/u/1/#>
rkd:,<http://data.rkd.nl/def#>
sct:,<http://snomed.info/sct/>
sdmxcode:,<http://purl.org/linked-data/sdmx/2009/code#>
it:,<http://www.influencetracker.com/ontology#>
rdapf:,<http://rdaregistry.info/termList/presFormat/>
ldl:,<https://w3id.org/ldpdl/ns#>
rdaad:,<http://rdaregistry.info/Elements/a/datatype/>
provoc:,<http://ns.inria.fr/provoc/>
juso:,<http://rdfs.co/juso/>
r4r:,<http://guava.iis.sinica.edu.tw/r4r/>
smxm:,<http://smxm.ga/>
maeco:,<http://edg.topbraid.solutions/maeco/>
sdmxc:,<http://purl.org/linked-data/sdmx/2009/concept#>
neotecbib:,<http://neotec.rc.unesp.br/resource/NeotectonicsBibliography/>
qbe:,<http://citydata.wu.ac.at/qb-equations#>
dto:,<http://www.datatourisme.fr/ontology/core/1.0#>
rofet:,<http://rdaregistry.info/termList/rofet/>
ldq:,<http://www.linkeddata.es/ontology/ldq#>
rofin:,<http://rdaregistry.info/termList/rofin/>
rdabs:,<http://rdaregistry.info/termList/broadcastStand/>
nkos:,<http://w3id.org/nkos#>
estatgph:,<http://estatwrap.ontologycentral.com/id/nama_aux_gph#>
srx:,<http://www.w3.org/2005/sparql-results#>
fluidops:,<http://www.fluidops.com/>
clapit:,<http://dati.gov.it/onto/clapit/>
rdaill:,<http://rdaregistry.info/termList/IllusContent/>
audit:,<http://fedora.info/definitions/v4/audit#>
adr:,<https://w3id.org/laas-iot/adream#>
rofim:,<http://rdaregistry.info/termList/rofim/>
geoloc:,<http://deductions.github.io/geoloc.owl.ttl#>
rdaspc:,<http://rdaregistry.info/termList/specPlayback/>
sgiter:,<http://w3id.org/sparql-generate/iter/>
eem:,<http://purl.org/eem#>
orcid:,<http://orcid.org/>
gvoith:,<http://assemblee-virtuelle.github.io/grands-voisins-v2/thesaurus.ttl#>
wsdl:,<http://www.w3.org/ns/wsdl-rdf#>
pand:,<http://bag.basisregistraties.overheid.nl/bag/id/pand/>
tosh:,<http://topbraid.org/tosh#>
vort:,<http://rockets.topbraid.solutions/vort/>
tg:,<http://www.turnguard.com/turnguard#>
meeting:,<http://www.w3.org/2002/07/meeting#>
prohow:,<https://w3id.org/prohow#>
gdc:,<https://portal.gdc.cancer.gov/cases/>
oplp:,<http://www.openlinksw.com/ontology/purchases#>
efd:,<http://data.foodanddrinkeurope.eu/ontology#>
oplbenefit:,<http://www.openlinksw.com/ontology/benefits#>
dsv:,<http://purl.org/iso25964/DataSet/Versioning#>
pep:,<https://w3id.org/pep/>
swo:,<http://www.ebi.ac.uk/swo/>
master1:,<http://idl.u-grenoble3.fr/>
elod:,<http://linkedeconomy.org/ontology#>
ja:,<http://jena.hpl.hp.com/2005/11/Assembler#>
ideotalex:,<http://www.ideotalex.eu/datos/recurso/>
rfd:,<http://com.intrinsec//ontology#>
emergelm:,<http://purl.org/emergel/modules#>
rm:,<http://jazz.net/ns/rm#>
sfn:,<http://semweb.datasciencelab.be/ns/sfn#>
brk:,<http://brk.basisregistraties.overheid.nl/def/brk#>
oplangel:,<http://www.openlinksw.com/schemas/angel#>
ctxdesc:,<http://www.demcare.eu/ontologies/contextdescriptor.owl#>
edac:,<http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-edac.owl#>
rdavf:,<http://rdaregistry.info/termList/videoFormat/>
bds:,<http://www.bigdata.com/rdf/search#>
waarde:,<https://lod.milieuinfo.be/ns/waarde#>
llalg:,<http://www.linklion.org/algorithm/>
d3s:,<http://vocbench.solidaridad.cloud/taxonomies#>
oplstocks:,<http://www.openlinksw.com/ontology/stocks#>
seeds:,<http://deductions.github.io/seeds.owl.ttl#>
vehma:,<http://deductions.github.io/vehicule-management.owl.ttl#>
sciprov:,<http://sweetontology.net/reprSciProvenance/>
ifcowl:,<http://www.buildingsmart-tech.org/ifcOWL/IFC4_ADD2#>
amt:,<http://academic-meta-tool.xyz/vocab#>
ldn:,<https://www.w3.org/TR/ldn/#>
assoc:,<https://w3id.org/associations/vocab#>
wab:,<http://wab.uib.no/cost-a32_philospace/wittgenstein.owl#>
add:,<http://www.datatourisme.fr/ontology/core/1.0#>
ogdl4m:,<https://github.com/martynui/OGDL4M/>
km4c:,<http://www.disit.org/km4city/schema#>
ncbigene:,<http://identifiers.org/ncbigene/>
gvoi:,<http://assemblee-virtuelle.github.io/grands-voisins-v2/gv.owl.ttl#>
id:,<http://identifiers.org/>
ns2:,<http://ogp.me/ns#video:>
ontop:,<https://w3id.org/ontop/>
oplwebsrv:,<http://www.openlinksw.com/ontology/webservices#>
ceterms:,<http://purl.org/ctdl/terms/>
odw:,<http://odw.tw/>
oplli:,<http://www.openlinksw.com/schemas/linkedin#>
geor:,<http://www.opengis.net/def/rule/geosparql/>
psv:,<http://www.wikidata.org/prop/statement/value/>
its:,<http://www.w3.org/2005/11/its/rdf#>
euvoc:,<http://publications.europa.eu/ontology/euvoc#>
emergel:,<http://purl.org/emergel/core#>
dcatnl:,<http://standaarden.overheid.nl/dcatnl/terms/>
pair:,<http://virtual-assembly.org/pair/PAIR_LOD_V3.owl/>
w3cgeo:,<http://www.w3.org/2003/01/geo/wgs84_pos#>
scra:,<http://purl.org/net/schemarama#>
iso37120:,<http://ontology.eil.utoronto.ca/ISO37120.owl#>
fun:,<http://w3id.org/sparql-generate/fn/>
eustd:,<http://eurostat.linked-statistics.org/data#>
s4envi:,<https://w3id.org/def/saref4envi#>
activity:,<http://activitystrea.ms/specs/atom/1.0/>
bdo:,<http://purl.bdrc.io/ontology/core/>
mexperf:,<http://mex.aksw.org/mex-perf#>
aml:,<https://w3id.org/i40/aml#>
rdare:,<http://rdaregistry.info/termList/RDARegionalEncoding/>
fhir:,<http://hl7.org/fhir/>
dqc:,<http://semwebquality.org/ontologies/dq-constraints#>
ims:,<http://www.imsglobal.org/xsd/imsmd_v1p2/>
uc:,<http://ucuenca.edu.ec/ontology#>
orgesv2:,<http://datos.gob.es/sites/default/files/OntologiaDIR3/orges.owl#>
estrf:,<http://vocab.linkeddata.es/datosabiertos/def/transporte/trafico#>
aseonto:,<http://requirement.ase.ru/requirements_ontology#>
osd:,<http://a9.com/-/spec/opensearch/1.1/>
ido:,<http://purl.obolibrary.org/obo/ido.owl#>
ondc:,<http://www.semanticweb.org/ontologies/2012/1/Ontology1329913965202.owl#>
dgfr:,<http://colin.maudry.com/ontologies/dgfr#>
sfd:,<http://semantic-forms.cc:9112/ldp/>
tsnchange:,<http://purl.org/net/tsnchange#>
dao:,<http://purl.org/dao#>
cpi:,<http://www.ebusiness-unibw.org/ontologies/cpi/ns#>
globalcube:,<http://kalmar32.fzi.de/triples/global-cube.ttl#>
halyard:,<http://merck.github.io/Halyard/ns#>
lmdb:,<http://data.linkedmdb.org/movie/>
vsearch:,<http://vocab.sti2.at/vsearch#>
iter:,<http://w3id.org/sparql-generate/iter/>
dpla:,<http://dp.la/info/developers/map/>
lcsh:,<http://id.loc.gov/authorities/subjects/>
frappe:,<http://streamreasoning.org/ontologies/frappe#>
besluit:,<http://data.vlaanderen.be/ns/besluit#>
input:,<http://volt-name.space/vocab/input#>
da:,<https://www.wowman.org/index.php?id=1&type=get#>
s3n:,<http://w3id.org/s3n/>
nih:,<http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#>
fssp:,<http://linkeddata.fssprus.ru/resource/>
valueflows:,<https://w3id.org/valueflows/>
bob:,<http://good.dad/meaning/bob#>
rimmf:,<http://rimmf.com/vocab/>
bdr:,<http://purl.bdrc.io/resource/>
edg:,<http://edg.topbraid.solutions/model/>
fnml:,<http://semweb.mmlab.be/ns/fnml#>
cubeont:,<http://ontology.cube.global/>
pop:,<http://wiki.dbpedia.org/>
nrv:,<http://ns.inria.fr/nrv#>
imas:,<https://sparql.crssnky.xyz/imasrdf/URIs/imas-schema.ttl#>
bci:,<https://w3id.org/BCI-ontology#>
bgt:,<http://bgt.basisregistraties.overheid.nl/def/bgt#>
ppn:,<http://parliament.uk/ontologies/person-name/>
docker:,<http://www.w3.org/ns/bde/docker/>
shui:,<https://vocab.eccenca.com/shui/>
sylld:,<http://www.semanticweb.org/syllabus/data/>
lido:,<http://www.lido-schema.org/>
decprov:,<http://promsns.org/def/decprov#>
